domain	phylum	class	order	family	genus	otu.id
OTU_1751	d:Bacteria	p:Actinomycetota	c:Acidimicrobiia	o:Acidimicrobiales	f:Iamiaceae	g:Actinomarinicola	OTU_1751
OTU_1752	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	NA	OTU_1752
OTU_1753	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Mycobacteriales	f:Mycobacteriaceae	g:Mycobacterium	OTU_1753
OTU_1754	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	NA	NA	NA	OTU_1754
OTU_1756	d:Bacteria	p:Actinomycetota	c:Coriobacteriia	o:Coriobacteriales	f:Coriobacteriaceae	g:Collinsella	OTU_1756
OTU_1757	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Xanthomonadales	f:Xanthomonadaceae	g:Lysobacter	OTU_1757
OTU_1760	d:Bacteria	p:Bacillota	NA	NA	NA	NA	OTU_1760
OTU_1779	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Legionellales	f:Legionellaceae	g:Legionella	OTU_1779
OTU_1780	d:Bacteria	p:Bacteroidota	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	NA	OTU_1780
OTU_1781	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Solirubrobacterales	NA	NA	OTU_1781
OTU_1784	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Mycobacteriales	f:Lawsonellaceae	g:Lawsonella	OTU_1784
OTU_1786	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Caulobacterales	f:Caulobacteraceae	NA	OTU_1786
OTU_1787	d:Bacteria	NA	NA	NA	NA	NA	OTU_1787
OTU_1788	d:Bacteria	NA	NA	NA	NA	NA	OTU_1788
OTU_1789	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Geminicoccaceae	NA	OTU_1789
OTU_1790	d:Bacteria	NA	NA	NA	NA	NA	OTU_1790
OTU_1798	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	NA	OTU_1798
OTU_1799	d:Bacteria	p:Bacteroidota	c:Flavobacteriia	o:Flavobacteriales	f:Flavobacteriaceae	g:Flavobacterium	OTU_1799
OTU_1803	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Solirubrobacterales	NA	NA	OTU_1803
OTU_1809	d:Bacteria	NA	NA	NA	NA	NA	OTU_1809
OTU_1810	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingopyxis	OTU_1810
OTU_1813	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Peptoniphilaceae	g:Finegoldia	OTU_1813
OTU_1814	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_1814
OTU_1815	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Geminicoccaceae	g:Defluviicoccus	OTU_1815
OTU_1819	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Pseudomonadales	f:Pseudomonadaceae	g:Pseudomonas	OTU_1819
OTU_1820	d:Bacteria	p:Verrucomicrobiota	c:Opitutia	o:Opitutales	f:Opitutaceae	g:Opitutus	OTU_1820
OTU_1826	d:Bacteria	p:Cyanobacteriota	c:Cyanophyceae	o:Chroococcidiopsidales	f:Aliterellaceae	g:Aliterella	OTU_1826
OTU_1828	d:Bacteria	p:Actinomycetota	c:Rubrobacteria	o:Rubrobacterales	f:Rubrobacteraceae	g:Rubrobacter	OTU_1828
OTU_1829	d:Bacteria	NA	NA	NA	NA	NA	OTU_1829
OTU_1831	d:Bacteria	p:Actinomycetota	NA	NA	NA	NA	OTU_1831
OTU_1832	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Alicyclobacillaceae	g:Alicyclobacillus	OTU_1832
OTU_1833	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Planctomycetales	f:Planctomycetaceae	NA	OTU_1833
OTU_1838	d:Bacteria	p:Pseudomonadota	NA	NA	NA	NA	OTU_1838
OTU_1843	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Pirellulales	NA	NA	OTU_1843
OTU_1844	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Rhodospirillaceae	NA	OTU_1844
OTU_1845	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Oscillospiraceae	g:Ruminiclostridium	OTU_1845
OTU_1846	d:Bacteria	p:Candidatus_Saccharibacteria	c:Candidatus_Saccharibacteria_incertae_sedis	o:Candidatus_Saccharibacteria_incertae_sedis	f:Candidatus_Saccharibacteria_incertae_sedis	g:Saccharibacteria_genera_incertae_sedis	OTU_1846
OTU_1849	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	NA	OTU_1849
OTU_1853	d:Bacteria	NA	NA	NA	NA	NA	OTU_1853
OTU_1855	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Pseudomonadales	f:Moraxellaceae	g:Acinetobacter	OTU_1855
OTU_1859	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Pseudomonadales	f:Pseudomonadaceae	g:Pseudomonas	OTU_1859
OTU_1860	d:Bacteria	p:Bacteroidota	NA	NA	NA	NA	OTU_1860
OTU_1861	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	g:Agriterribacter	OTU_1861
OTU_1862	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Xanthobacteraceae	NA	OTU_1862
OTU_1864	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Hyphomicrobiaceae	g:Hyphomicrobium	OTU_1864
OTU_1866	d:Bacteria	p:Pseudomonadota	NA	NA	NA	NA	OTU_1866
OTU_1867	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Planctomycetales	f:Planctomycetaceae	NA	OTU_1867
OTU_1869	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Solirubrobacterales	f:Parviterribacteraceae	g:Parviterribacter	OTU_1869
OTU_1870	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Solirubrobacterales	f:Solirubrobacteraceae	g:Solirubrobacter	OTU_1870
OTU_1871	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_1871
OTU_1872	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Streptosporangiales	f:Thermomonosporaceae	g:Actinoallomurus	OTU_1872
OTU_1873	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Micrococcales	f:Demequinaceae	g:Demequina	OTU_1873
OTU_1876	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Propionibacteriales	f:Propionibacteriaceae	NA	OTU_1876
OTU_1877	d:Bacteria	NA	NA	NA	NA	NA	OTU_1877
OTU_1884	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	NA	NA	OTU_1884
OTU_1890	d:Bacteria	p:Planctomycetota	c:Planctomycetia	NA	NA	NA	OTU_1890
OTU_1894	d:Bacteria	NA	NA	NA	NA	NA	OTU_1894
OTU_1895	d:Bacteria	p:Actinomycetota	NA	NA	NA	NA	OTU_1895
OTU_1896	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Lichenibacteriaceae	g:Lichenibacterium	OTU_1896
OTU_1897	d:Bacteria	NA	NA	NA	NA	NA	OTU_1897
OTU_1899	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Sphingomonadales	f:Erythrobacteraceae	g:Tsuneonella	OTU_1899
OTU_1900	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp17	o:Acidobacteria_Gp17_incertae_sedis	f:Acidobacteria_Gp17_incertae_sedis	g:Gp17	OTU_1900
OTU_1901	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Legionellales	f:Legionellaceae	g:Legionella	OTU_1901
OTU_1902	d:Bacteria	p:Bacillota	c:Bacilli	o:Lactobacillales	f:Carnobacteriaceae	g:Granulicatella	OTU_1902
OTU_1904	d:Bacteria	NA	NA	NA	NA	NA	OTU_1904
OTU_1905	d:Bacteria	p:Bacteroidota	NA	NA	NA	NA	OTU_1905
OTU_1911	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_1911
OTU_1917	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Gammaproteobacteria_incertae_sedis	f:Gammaproteobacteria_incertae_sedis	g:Acidibacter	OTU_1917
OTU_1925	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	g:Parasegetibacter	OTU_1925
OTU_1927	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Pirellulales	f:Pirellulaceae	NA	OTU_1927
OTU_1928	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_1928
OTU_1929	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp3	o:Acidobacteria_Gp3_incertae_sedis	f:Acidobacteria_Gp3_incertae_sedis	g:Gp3	OTU_1929
OTU_1933	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Kineosporiales	f:Kineosporiaceae	g:Angustibacter	OTU_1933
OTU_1935	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	NA	NA	NA	OTU_1935
OTU_1936	d:Bacteria	p:Pseudomonadota	NA	NA	NA	NA	OTU_1936
OTU_1937	d:Bacteria	NA	NA	NA	NA	NA	OTU_1937
OTU_1938	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp21	o:Acidobacteria_Gp21_incertae_sedis	f:Acidobacteria_Gp21_incertae_sedis	g:Gp21	OTU_1938
OTU_1939	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	NA	NA	NA	OTU_1939
OTU_1945	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	NA	NA	OTU_1945
OTU_1946	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Rhizobiaceae	g:Shinella	OTU_1946
OTU_1953	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	NA	OTU_1953
OTU_1960	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp3	o:Acidobacteria_Gp3_incertae_sedis	f:Acidobacteria_Gp3_incertae_sedis	g:Gp3	OTU_1960
OTU_1961	d:Bacteria	NA	NA	NA	NA	NA	OTU_1961
OTU_1962	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Bacillales_Incertae_Sedis XI	g:Gemella	OTU_1962
OTU_1963	d:Bacteria	p:Verrucomicrobiota	c:Spartobacteria	o:Spartobacteria_incertae_sedis	f:Spartobacteria_incertae_sedis	g:Spartobacteria_genera_incertae_sedis	OTU_1963
OTU_1964	d:Bacteria	NA	NA	NA	NA	NA	OTU_1964
OTU_1965	d:Bacteria	NA	NA	NA	NA	NA	OTU_1965
OTU_1966	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Xanthomonadales	f:Xanthomonadaceae	NA	OTU_1966
OTU_1967	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Sphingomonadales	f:Erythrobacteraceae	g:Novosphingobium	OTU_1967
OTU_1971	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Gaiellales	f:Gaiellaceae	g:Gaiella	OTU_1971
OTU_1972	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp16	o:Acidobacteria_Gp16_incertae_sedis	f:Acidobacteria_Gp16_incertae_sedis	g:Gp16	OTU_1972
OTU_1973	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Rhizobiaceae	g:Allorhizobium	OTU_1973
OTU_1975	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Peptococcaceae	g:Desulfitobacterium	OTU_1975
OTU_1978	d:Bacteria	p:Bacteroidota	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	g:Pedobacter	OTU_1978
OTU_1979	d:Bacteria	p:Bacillota	c:Negativicutes	o:Selenomonadales	NA	NA	OTU_1979
OTU_1985	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp3	o:Acidobacteria_Gp3_incertae_sedis	f:Acidobacteria_Gp3_incertae_sedis	g:Gp3	OTU_1985
OTU_1987	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Staphylococcaceae	g:Aliicoccus	OTU_1987
OTU_1990	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Lachnospiraceae	g:Sellimonas	OTU_1990
OTU_1992	d:Bacteria	NA	NA	NA	NA	NA	OTU_1992
OTU_1993	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	NA	NA	NA	OTU_1993
OTU_1994	d:Bacteria	p:Pseudomonadota	c:Deltaproteobacteria	o:Bdellovibrionales	f:Bdellovibrionaceae	NA	OTU_1994
OTU_1997	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	NA	NA	OTU_1997
OTU_1998	d:Bacteria	p:Acidobacteriota	NA	NA	NA	NA	OTU_1998
OTU_1999	d:Bacteria	p:Verrucomicrobiota	c:Spartobacteria	o:Spartobacteria_incertae_sedis	f:Spartobacteria_incertae_sedis	g:Spartobacteria_genera_incertae_sedis	OTU_1999
OTU_2000	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Pseudonocardiales	f:Pseudonocardiaceae	g:Pseudonocardia	OTU_2000
OTU_2001	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_2001
OTU_2002	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Streptosporangiales	f:Streptosporangiaceae	g:Microbispora	OTU_2002
OTU_2003	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	g:Acidisoma	OTU_2003
OTU_2004	d:Bacteria	p:Chloroflexota	c:Anaerolineae	NA	NA	NA	OTU_2004
OTU_2006	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Gaiellales	f:Gaiellaceae	g:Gaiella	OTU_2006
OTU_2007	d:Bacteria	NA	NA	NA	NA	NA	OTU_2007
OTU_2008	d:Bacteria	p:Bacteroidota	c:Flavobacteriia	o:Flavobacteriales	f:Flavobacteriaceae	g:Flavobacterium	OTU_2008
OTU_2009	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_2009
OTU_2013	d:Bacteria	p:Candidatus_Saccharibacteria	c:Candidatus_Saccharibacteria_incertae_sedis	o:Candidatus_Saccharibacteria_incertae_sedis	f:Candidatus_Saccharibacteria_incertae_sedis	g:Saccharibacteria_genera_incertae_sedis	OTU_2013
OTU_2014	d:Bacteria	p:Candidatus_Saccharibacteria	c:Candidatus_Saccharibacteria_incertae_sedis	o:Candidatus_Saccharibacteria_incertae_sedis	f:Candidatus_Saccharibacteria_incertae_sedis	g:Saccharibacteria_genera_incertae_sedis	OTU_2014
OTU_2015	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Sphingomonadales	NA	NA	OTU_2015
OTU_2026	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_2026
OTU_2027	d:Bacteria	NA	NA	NA	NA	NA	OTU_2027
OTU_2030	d:Bacteria	p:Actinomycetota	c:Actinobacteria	NA	NA	NA	OTU_2030
OTU_2032	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Gaiellales	f:Gaiellaceae	g:Gaiella	OTU_2032
OTU_2035	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	NA	NA	NA	OTU_2035
OTU_2036	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Xanthomonadales	f:Xanthomonadaceae	g:Lysobacter	OTU_2036
OTU_2037	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_2037
OTU_2038	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Rhodospirillaceae	g:Dongia	OTU_2038
OTU_2039	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	g:Chitinophaga	OTU_2039
OTU_2041	d:Bacteria	p:Actinomycetota	c:Acidimicrobiia	o:Acidimicrobiales	f:Iamiaceae	g:Rhabdothermincola	OTU_2041
OTU_2042	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Solirubrobacterales	NA	NA	OTU_2042
OTU_2043	d:Bacteria	NA	NA	NA	NA	NA	OTU_2043
OTU_2046	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Bacillaceae	NA	OTU_2046
OTU_2049	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	NA	NA	OTU_2049
OTU_2050	d:Bacteria	p:Pseudomonadota	c:Deltaproteobacteria	o:Myxococcales	NA	NA	OTU_2050
OTU_2051	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Micrococcales	f:Micrococcaceae	g:Rothia	OTU_2051
OTU_2052	d:Bacteria	p:Bacteroidota	c:Cytophagia	o:Cytophagales	f:Fulvivirgaceae	g:Chryseolinea	OTU_2052
OTU_2054	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_2054
OTU_2055	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Paenibacillaceae	g:Paenibacillus	OTU_2055
OTU_2066	d:Bacteria	p:Chloroflexota	c:Ktedonobacteria	o:Ktedonobacterales	f:Reticulibacteraceae	g:Reticulibacter	OTU_2066
OTU_2074	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Geminicoccaceae	g:Arboricoccus	OTU_2074
OTU_2083	d:Bacteria	NA	NA	NA	NA	NA	OTU_2083
OTU_2084	d:Bacteria	p:Actinomycetota	c:Acidimicrobiia	o:Acidimicrobiales	NA	NA	OTU_2084
OTU_2087	d:Bacteria	NA	NA	NA	NA	NA	OTU_2087
OTU_2091	d:Bacteria	p:Planctomycetota	c:Phycisphaerae	o:Tepidisphaerales	f:Tepidisphaeraceae	g:Tepidisphaera	OTU_2091
OTU_2092	d:Bacteria	p:Deinococcota	c:Deinococci	o:Deinococcales	f:Deinococcaceae	g:Deinococcus	OTU_2092
OTU_2093	d:Bacteria	p:Bacillota	c:Bacilli	o:Lactobacillales	f:Lactobacillaceae	g:Ligilactobacillus	OTU_2093
OTU_2094	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp17	o:Acidobacteria_Gp17_incertae_sedis	f:Acidobacteria_Gp17_incertae_sedis	g:Gp17	OTU_2094
OTU_2095	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_2095
OTU_2098	d:Bacteria	p:Verrucomicrobiota	c:Spartobacteria	o:Spartobacteria_incertae_sedis	f:Spartobacteria_incertae_sedis	g:Spartobacteria_genera_incertae_sedis	OTU_2098
OTU_2099	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Oscillospiraceae	NA	OTU_2099
OTU_2100	d:Bacteria	NA	NA	NA	NA	NA	OTU_2100
OTU_2106	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Micrococcales	f:Dermabacteraceae	g:Brachybacterium	OTU_2106
OTU_2119	d:Bacteria	p:Bacteroidota	c:Cytophagia	o:Cytophagales	f:Fulvivirgaceae	g:Ohtaekwangia	OTU_2119
OTU_2125	d:Bacteria	p:Chloroflexota	c:Chloroflexia	o:Chloroflexales	f:Roseiflexaceae	g:Roseiflexus	OTU_2125
OTU_2126	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Propionibacteriales	f:Nocardioidaceae	g:Nocardioides	OTU_2126
OTU_2127	d:Bacteria	p:Pseudomonadota	c:Deltaproteobacteria	o:Myxococcales	f:Polyangiaceae	NA	OTU_2127
OTU_2128	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Peptoniphilaceae	g:Anaerococcus	OTU_2128
OTU_2129	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Streptomycetales	f:Streptomycetaceae	g:Streptomyces	OTU_2129
OTU_2131	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Geminicoccaceae	NA	OTU_2131
OTU_2132	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Solirubrobacterales	NA	NA	OTU_2132
OTU_2134	d:Bacteria	p:Candidatus_Saccharibacteria	c:Candidatus_Saccharibacteria_incertae_sedis	o:Candidatus_Saccharibacteria_incertae_sedis	f:Candidatus_Saccharibacteria_incertae_sedis	g:Saccharibacteria_genera_incertae_sedis	OTU_2134
OTU_2135	d:Bacteria	p:Actinomycetota	NA	NA	NA	NA	OTU_2135
OTU_2136	d:Bacteria	p:Bacillota	c:Negativicutes	o:Veillonellales	f:Veillonellaceae	g:Veillonella	OTU_2136
OTU_2137	d:Bacteria	NA	NA	NA	NA	NA	OTU_2137
OTU_2138	d:Bacteria	NA	NA	NA	NA	NA	OTU_2138
OTU_2139	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Burkholderiaceae	g:Pararobbsia	OTU_2139
OTU_2142	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Bacillaceae	NA	OTU_2142
OTU_2144	d:Bacteria	p:Bacillota	NA	NA	NA	NA	OTU_2144
OTU_2153	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	g:Actinocatenispora	OTU_2153
OTU_2154	d:Bacteria	p:Verrucomicrobiota	c:Opitutia	o:Opitutales	f:Opitutaceae	NA	OTU_2154
OTU_2155	d:Bacteria	p:Pseudomonadota	c:Deltaproteobacteria	o:Myxococcales	f:Polyangiaceae	g:Minicystis	OTU_2155
OTU_2160	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	NA	NA	NA	OTU_2160
OTU_2163	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Solirubrobacterales	f:Solirubrobacteraceae	g:Solirubrobacter	OTU_2163
OTU_2164	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp17	o:Acidobacteria_Gp17_incertae_sedis	f:Acidobacteria_Gp17_incertae_sedis	g:Gp17	OTU_2164
OTU_2165	d:Bacteria	p:Candidatus_Saccharibacteria	c:Candidatus_Saccharibacteria_incertae_sedis	o:Candidatus_Saccharibacteria_incertae_sedis	f:Candidatus_Saccharibacteria_incertae_sedis	g:Saccharibacteria_genera_incertae_sedis	OTU_2165
OTU_2166	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Pseudomonadales	f:Moraxellaceae	g:Psychrobacter	OTU_2166
OTU_2168	d:Bacteria	p:Bacteroidota	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	g:Mucilaginibacter	OTU_2168
OTU_2169	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Propionibacteriales	f:Nocardioidaceae	g:Nocardioides	OTU_2169
OTU_2171	d:Bacteria	p:Pseudomonadota	NA	NA	NA	NA	OTU_2171
OTU_2172	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	g:Niastella	OTU_2172
OTU_2173	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Propionibacteriales	f:Propionibacteriaceae	g:Aestuariimicrobium	OTU_2173
OTU_2174	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Peptoniphilaceae	g:Peptoniphilus	OTU_2174
OTU_2175	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Solirubrobacterales	f:Conexibacteraceae	g:Conexibacter	OTU_2175
OTU_2176	d:Bacteria	NA	NA	NA	NA	NA	OTU_2176
OTU_2177	d:Bacteria	NA	NA	NA	NA	NA	OTU_2177
OTU_2181	d:Bacteria	p:Pseudomonadota	c:Deltaproteobacteria	o:Myxococcales	f:Haliangiaceae	g:Haliangium	OTU_2181
OTU_2182	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Paenibacillaceae	NA	OTU_2182
OTU_2183	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	g:Acidiphilium	OTU_2183
OTU_2185	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Lachnospiraceae	g:Blautia	OTU_2185
OTU_2186	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Gaiellales	f:Gaiellaceae	g:Gaiella	OTU_2186
OTU_2187	d:Bacteria	NA	NA	NA	NA	NA	OTU_2187
OTU_2188	d:Bacteria	p:Bacillota	c:Erysipelotrichia	o:Erysipelotrichales	f:Erysipelotrichaceae	g:Dubosiella	OTU_2188
OTU_2189	d:Bacteria	p:Chloroflexota	NA	NA	NA	NA	OTU_2189
OTU_2192	d:Bacteria	p:Candidatus_Saccharibacteria	c:Candidatus_Saccharibacteria_incertae_sedis	o:Candidatus_Saccharibacteria_incertae_sedis	f:Candidatus_Saccharibacteria_incertae_sedis	g:Saccharibacteria_genera_incertae_sedis	OTU_2192
OTU_2195	d:Bacteria	p:Cyanobacteriota	c:Cyanophyceae	NA	NA	NA	OTU_2195
OTU_2200	d:Bacteria	p:Chloroflexota	c:Anaerolineae	o:Anaerolineales	f:Anaerolineaceae	NA	OTU_2200
OTU_2201	d:Bacteria	p:Actinomycetota	NA	NA	NA	NA	OTU_2201
OTU_2202	d:Bacteria	NA	NA	NA	NA	NA	OTU_2202
OTU_2203	d:Bacteria	p:Pseudomonadota	c:Deltaproteobacteria	o:Myxococcales	f:Labilitrichaceae	g:Labilithrix	OTU_2203
OTU_2204	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp16	o:Acidobacteria_Gp16_incertae_sedis	f:Acidobacteria_Gp16_incertae_sedis	g:Gp16	OTU_2204
OTU_2211	d:Bacteria	p:Gemmatimonadota	c:Gemmatimonadia	o:Gemmatimonadales	f:Gemmatimonadaceae	NA	OTU_2211
OTU_2213	d:Bacteria	p:Bacteroidota	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Adhaeribacter	OTU_2213
OTU_2216	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Aestuariivirgaceae	g:Aestuariivirga	OTU_2216
