domain	phylum	class	order	family	genus	otu.id
OTU_4877	d:Bacteria	NA	NA	NA	NA	NA	OTU_4877
OTU_4880	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	NA	OTU_4880
OTU_4882	d:Bacteria	NA	NA	NA	NA	NA	OTU_4882
OTU_4883	d:Bacteria	NA	NA	NA	NA	NA	OTU_4883
OTU_4884	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Clostridiaceae_1	g:Clostridium_sensu stricto	OTU_4884
OTU_4885	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Legionellales	f:Legionellaceae	g:Legionella	OTU_4885
OTU_4887	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	NA	NA	OTU_4887
OTU_4889	d:Bacteria	NA	NA	NA	NA	NA	OTU_4889
OTU_4891	d:Bacteria	NA	NA	NA	NA	NA	OTU_4891
OTU_4893	d:Bacteria	p:Chlamydiota	c:Chlamydiia	o:Chlamydiales	NA	NA	OTU_4893
OTU_4894	d:Bacteria	p:Gemmatimonadota	c:Longimicrobia	o:Longimicrobiales	f:Longimicrobiaceae	g:Longimicrobium	OTU_4894
OTU_4895	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	NA	NA	OTU_4895
OTU_4896	d:Bacteria	NA	NA	NA	NA	NA	OTU_4896
OTU_4898	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Legionellales	f:Legionellaceae	g:Legionella	OTU_4898
OTU_4899	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	NA	NA	NA	OTU_4899
OTU_4901	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Legionellales	f:Legionellaceae	g:Legionella	OTU_4901
OTU_4902	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	NA	NA	NA	OTU_4902
OTU_4903	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	NA	NA	NA	OTU_4903
OTU_4904	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Legionellales	f:Legionellaceae	g:Legionella	OTU_4904
OTU_4905	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Micrococcales	f:Microbacteriaceae	NA	OTU_4905
OTU_4906	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Caulobacterales	f:Caulobacteraceae	g:Terricaulis	OTU_4906
OTU_4908	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Alicyclobacillaceae	g:Tumebacillus	OTU_4908
OTU_4909	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Streptomycetales	f:Streptomycetaceae	g:Streptomyces	OTU_4909
OTU_4911	d:Bacteria	NA	NA	NA	NA	NA	OTU_4911
OTU_4912	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp18	o:Acidobacteria_Gp18_incertae_sedis	f:Acidobacteria_Gp18_incertae_sedis	g:Gp18	OTU_4912
OTU_4916	d:Bacteria	p:Bacteroidota	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Pontibacter	OTU_4916
OTU_4917	d:Bacteria	p:Bacteroidota	c:Flavobacteriia	o:Flavobacteriales	f:Flavobacteriaceae	g:Winogradskyella	OTU_4917
OTU_4918	d:Bacteria	NA	NA	NA	NA	NA	OTU_4918
OTU_4919	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	g:Flavitalea	OTU_4919
OTU_4920	d:Bacteria	p:Chloroflexota	NA	NA	NA	NA	OTU_4920
OTU_4925	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Legionellales	f:Coxiellaceae	g:Aquicella	OTU_4925
OTU_4926	d:Bacteria	p:Bacteroidota	NA	NA	NA	NA	OTU_4926
OTU_4928	d:Bacteria	p:Chlamydiota	c:Chlamydiia	o:Chlamydiales	NA	NA	OTU_4928
OTU_4929	d:Bacteria	p:Pseudomonadota	c:Deltaproteobacteria	o:Myxococcales	NA	NA	OTU_4929
OTU_4930	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Micrococcales	f:Intrasporangiaceae	g:Oryzihumus	OTU_4930
OTU_4931	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Lachnospiraceae	g:Coprococcus	OTU_4931
OTU_4932	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	NA	NA	OTU_4932
OTU_4933	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Planctomycetales	f:Planctomycetaceae	g:Caulifigura	OTU_4933
OTU_4934	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Solirubrobacterales	f:Solirubrobacteraceae	g:Solirubrobacter	OTU_4934
OTU_4935	d:Archaea	p:Nitrososphaerota	c:Nitrososphaeria	o:Nitrosopumilales	f:Nitrosopumilaceae	NA	OTU_4935
OTU_4936	d:Bacteria	NA	NA	NA	NA	NA	OTU_4936
OTU_4937	d:Bacteria	p:Planctomycetota	c:Phycisphaerae	o:Tepidisphaerales	f:Tepidisphaeraceae	g:Tepidisphaera	OTU_4937
OTU_4938	d:Bacteria	NA	NA	NA	NA	NA	OTU_4938
OTU_4939	d:Bacteria	p:Actinomycetota	NA	NA	NA	NA	OTU_4939
OTU_4940	d:Bacteria	NA	NA	NA	NA	NA	OTU_4940
OTU_4941	d:Bacteria	p:Candidatus_Saccharibacteria	c:Candidatus_Saccharibacteria_incertae_sedis	o:Candidatus_Saccharibacteria_incertae_sedis	f:Candidatus_Saccharibacteria_incertae_sedis	g:Saccharibacteria_genera_incertae_sedis	OTU_4941
OTU_4942	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Devosiaceae	g:Devosia	OTU_4942
OTU_4943	d:Bacteria	p:Chloroflexota	c:Tepidiformia	o:Tepidiformales	f:Tepidiformaceae	g:Tepidiforma	OTU_4943
OTU_4944	d:Bacteria	p:Deinococcota	c:Deinococci	o:Deinococcales	f:Deinococcaceae	g:Deinococcus	OTU_4944
OTU_4945	d:Bacteria	p:Actinomycetota	c:Actinobacteria	NA	NA	NA	OTU_4945
OTU_4946	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Methylobacteriaceae	g:Microvirga	OTU_4946
OTU_4947	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Gemmatales	f:Gemmataceae	NA	OTU_4947
OTU_4949	d:Bacteria	p:Bacillota	c:Bacilli	o:Lactobacillales	f:Streptococcaceae	g:Lactococcus	OTU_4949
OTU_4951	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Gammaproteobacteria_incertae_sedis	f:Gammaproteobacteria_incertae_sedis	g:Acidibacter	OTU_4951
OTU_4953	d:Bacteria	NA	NA	NA	NA	NA	OTU_4953
OTU_4956	d:Bacteria	p:Verrucomicrobiota	c:Spartobacteria	o:Spartobacteria_incertae_sedis	f:Spartobacteria_incertae_sedis	g:Spartobacteria_genera_incertae_sedis	OTU_4956
OTU_4967	d:Bacteria	p:Candidatus_Saccharibacteria	c:Candidatus_Saccharibacteria_incertae_sedis	o:Candidatus_Saccharibacteria_incertae_sedis	f:Candidatus_Saccharibacteria_incertae_sedis	g:Saccharibacteria_genera_incertae_sedis	OTU_4967
OTU_4968	d:Bacteria	p:Pseudomonadota	NA	NA	NA	NA	OTU_4968
OTU_4969	d:Bacteria	p:Pseudomonadota	c:Deltaproteobacteria	o:Bdellovibrionales	f:Bdellovibrionaceae	g:Bdellovibrio	OTU_4969
OTU_4970	d:Bacteria	p:Candidatus_Saccharibacteria	c:Candidatus_Saccharibacteria_incertae_sedis	o:Candidatus_Saccharibacteria_incertae_sedis	f:Candidatus_Saccharibacteria_incertae_sedis	g:Saccharibacteria_genera_incertae_sedis	OTU_4970
OTU_4971	d:Bacteria	p:Bacillota	c:Negativicutes	o:Selenomonadales	NA	NA	OTU_4971
OTU_4972	d:Bacteria	NA	NA	NA	NA	NA	OTU_4972
OTU_4973	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Oscillospiraceae	NA	OTU_4973
OTU_4975	d:Bacteria	p:Pseudomonadota	c:Deltaproteobacteria	NA	NA	NA	OTU_4975
OTU_4977	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Christensenellaceae	NA	OTU_4977
OTU_4978	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Paenibacillaceae	g:Paenibacillus	OTU_4978
OTU_4979	d:Bacteria	p:Bacteroidota	NA	NA	NA	NA	OTU_4979
OTU_4982	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Propionibacteriales	f:Propionibacteriaceae	g:Brooklawnia	OTU_4982
OTU_4983	d:Bacteria	p:Acidobacteriota	NA	NA	NA	NA	OTU_4983
OTU_4985	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Oscillospiraceae	NA	OTU_4985
OTU_4988	d:Bacteria	p:Verrucomicrobiota	c:Subdivision3	o:Subdivision3_incertae_sedis	f:Subdivision3_incertae_sedis	g:Subdivision3_genera_incertae_sedis	OTU_4988
OTU_5014	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Legionellales	f:Legionellaceae	g:Legionella	OTU_5014
OTU_5016	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Legionellales	f:Coxiellaceae	g:Rickettsiella	OTU_5016
OTU_5023	d:Bacteria	p:Candidatus_Saccharibacteria	c:Candidatus_Saccharibacteria_incertae_sedis	o:Candidatus_Saccharibacteria_incertae_sedis	f:Candidatus_Saccharibacteria_incertae_sedis	g:Saccharibacteria_genera_incertae_sedis	OTU_5023
OTU_5025	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	NA	OTU_5025
OTU_5027	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Micrococcales	f:Cellulomonadaceae	g:Cellulomonas	OTU_5027
OTU_5028	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_5028
OTU_5038	d:Bacteria	p:Bacillota	c:Negativicutes	o:Veillonellales	f:Veillonellaceae	g:Dialister	OTU_5038
OTU_5043	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodobacterales	f:Paracoccaceae	NA	OTU_5043
OTU_5050	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	NA	NA	NA	OTU_5050
OTU_5052	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Gracilibacteraceae	g:Gracilibacter	OTU_5052
OTU_5054	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Oscillospiraceae	NA	OTU_5054
OTU_5055	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Gemmatales	f:Gemmataceae	g:Gemmata	OTU_5055
OTU_5058	d:Bacteria	p:Pseudomonadota	NA	NA	NA	NA	OTU_5058
OTU_5063	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	NA	NA	NA	OTU_5063
OTU_5065	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Pseudomonadales	f:Moraxellaceae	g:Perlucidibaca	OTU_5065
OTU_5066	d:Bacteria	p:Cyanobacteriota	c:Cyanophyceae	NA	NA	NA	OTU_5066
OTU_5067	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Propionibacteriales	f:Nocardioidaceae	NA	OTU_5067
OTU_5068	d:Bacteria	NA	NA	NA	NA	NA	OTU_5068
OTU_5070	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	NA	NA	OTU_5070
OTU_5072	d:Bacteria	p:Planctomycetota	c:Planctomycetia	NA	NA	NA	OTU_5072
OTU_5073	d:Bacteria	p:Actinomycetota	NA	NA	NA	NA	OTU_5073
OTU_5074	d:Bacteria	NA	NA	NA	NA	NA	OTU_5074
OTU_5076	d:Bacteria	p:Pseudomonadota	c:Deltaproteobacteria	o:Myxococcales	f:Polyangiaceae	NA	OTU_5076
OTU_5077	d:Bacteria	p:Latescibacteria	c:Latescibacteria_incertae_sedis	o:Latescibacteria_incertae_sedis	f:Latescibacteria_incertae_sedis	g:Latescibacteria_genera_incertae_sedis	OTU_5077
OTU_5084	d:Bacteria	NA	NA	NA	NA	NA	OTU_5084
OTU_5085	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp4	o:Acidobacteria_Gp4_incertae_sedis	f:Acidobacteria_Gp4_incertae_sedis	g:Gp4	OTU_5085
OTU_5089	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Isosphaerales	f:Isosphaeraceae	NA	OTU_5089
OTU_5092	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Gaiellales	f:Gaiellaceae	g:Gaiella	OTU_5092
OTU_5096	d:Bacteria	p:candidate_division WPS-2	c:candidate_division WPS-2_incertae_sedis	o:candidate_division WPS-2_incertae_sedis	f:candidate_division WPS-2_incertae_sedis	g:WPS-2_genera_incertae_sedis	OTU_5096
OTU_5098	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp3	o:Acidobacteria_Gp3_incertae_sedis	f:Acidobacteria_Gp3_incertae_sedis	g:Gp3	OTU_5098
OTU_5099	d:Bacteria	p:Chloroflexota	c:Caldilineae	o:Caldilineales	f:Caldilineaceae	g:Litorilinea	OTU_5099
OTU_5102	d:Bacteria	p:Bacteroidota	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	g:Pedobacter	OTU_5102
OTU_5105	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Gemmatales	f:Gemmataceae	NA	OTU_5105
OTU_5106	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Lachnospiraceae	NA	OTU_5106
OTU_5109	d:Bacteria	p:Actinomycetota	c:Acidimicrobiia	o:Acidimicrobiales	NA	NA	OTU_5109
OTU_5110	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp3	o:Acidobacteria_Gp3_incertae_sedis	f:Acidobacteria_Gp3_incertae_sedis	g:Gp3	OTU_5110
OTU_5112	d:Bacteria	NA	NA	NA	NA	NA	OTU_5112
OTU_5113	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Thermoactinomycetaceae	g:Shimazuella	OTU_5113
OTU_5115	d:Bacteria	NA	NA	NA	NA	NA	OTU_5115
OTU_5118	d:Bacteria	NA	NA	NA	NA	NA	OTU_5118
OTU_5119	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Gemmatales	f:Gemmataceae	g:Zavarzinella	OTU_5119
OTU_5121	d:Bacteria	p:Bacteroidota	NA	NA	NA	NA	OTU_5121
OTU_5122	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Legionellales	f:Legionellaceae	g:Legionella	OTU_5122
OTU_5125	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Isosphaerales	f:Isosphaeraceae	NA	OTU_5125
OTU_5127	d:Bacteria	NA	NA	NA	NA	NA	OTU_5127
OTU_5129	d:Bacteria	NA	NA	NA	NA	NA	OTU_5129
OTU_5131	d:Bacteria	p:Pseudomonadota	NA	NA	NA	NA	OTU_5131
OTU_5133	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Isosphaerales	f:Isosphaeraceae	NA	OTU_5133
OTU_5138	d:Bacteria	p:Actinomycetota	NA	NA	NA	NA	OTU_5138
OTU_5139	d:Bacteria	p:Actinomycetota	NA	NA	NA	NA	OTU_5139
OTU_5143	d:Bacteria	p:Planctomycetota	c:Phycisphaerae	o:Tepidisphaerales	f:Tepidisphaeraceae	g:Tepidisphaera	OTU_5143
OTU_5147	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Methylobacteriaceae	g:Microvirga	OTU_5147
OTU_5150	d:Bacteria	p:Bacteroidota	NA	NA	NA	NA	OTU_5150
OTU_5154	d:Bacteria	p:Pseudomonadota	c:Deltaproteobacteria	o:Myxococcales	NA	NA	OTU_5154
OTU_5155	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Pirellulales	NA	NA	OTU_5155
OTU_5156	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	NA	NA	OTU_5156
OTU_5157	d:Bacteria	p:Actinomycetota	c:Acidimicrobiia	o:Acidimicrobiales	f:Acidimicrobiales_incertae_sedis	g:Aciditerrimonas	OTU_5157
OTU_5158	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	NA	NA	NA	OTU_5158
OTU_5159	d:Bacteria	p:Chloroflexota	c:Anaerolineae	o:Anaerolineales	f:Anaerolineaceae	NA	OTU_5159
OTU_5161	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Pseudonocardiales	f:Pseudonocardiaceae	g:Pseudonocardia	OTU_5161
OTU_5164	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Solirubrobacterales	NA	NA	OTU_5164
OTU_5165	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Peptostreptococcaceae	g:Paeniclostridium	OTU_5165
OTU_5166	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Pseudomonadales	f:Pseudomonadaceae	g:Pseudomonas	OTU_5166
OTU_5167	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Micrococcales	f:Microbacteriaceae	NA	OTU_5167
OTU_5169	d:Bacteria	NA	NA	NA	NA	NA	OTU_5169
OTU_5171	d:Bacteria	p:Cyanobacteriota	NA	NA	NA	NA	OTU_5171
OTU_5173	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_5173
OTU_5174	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	NA	NA	NA	OTU_5174
OTU_5175	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Gaiellales	f:Gaiellaceae	g:Gaiella	OTU_5175
OTU_5176	d:Bacteria	p:Actinomycetota	NA	NA	NA	NA	OTU_5176
OTU_5178	d:Bacteria	p:Bacteroidota	c:Flavobacteriia	o:Flavobacteriales	f:Weeksellaceae	NA	OTU_5178
OTU_5179	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Gemmatales	f:Gemmataceae	g:Zavarzinella	OTU_5179
OTU_5181	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	NA	OTU_5181
OTU_5182	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Pirellulales	NA	NA	OTU_5182
OTU_5185	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp10	o:Acidobacteria_Gp10_incertae_sedis	f:Acidobacteria_Gp10_incertae_sedis	g:Gp10	OTU_5185
OTU_5188	d:Bacteria	NA	NA	NA	NA	NA	OTU_5188
OTU_5189	d:Archaea	p:Euryarchaeota	c:Methanomicrobia	o:Methanomicrobiales	NA	NA	OTU_5189
OTU_5190	d:Bacteria	p:Planctomycetota	c:Planctomycetia	NA	NA	NA	OTU_5190
OTU_5192	d:Bacteria	NA	NA	NA	NA	NA	OTU_5192
OTU_5193	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	NA	OTU_5193
OTU_5208	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_5208
OTU_5209	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Geodermatophilales	f:Geodermatophilaceae	g:Geodermatophilus	OTU_5209
OTU_5212	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Gemmatales	f:Gemmataceae	NA	OTU_5212
OTU_5213	d:Bacteria	p:Latescibacteria	c:Latescibacteria_incertae_sedis	o:Latescibacteria_incertae_sedis	f:Latescibacteria_incertae_sedis	g:Latescibacteria_genera_incertae_sedis	OTU_5213
OTU_5215	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Mycobacteriales	f:Nocardiaceae	g:Nocardia	OTU_5215
OTU_5218	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Paenibacillaceae	g:Paenibacillus	OTU_5218
OTU_5219	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Pirellulales	NA	NA	OTU_5219
OTU_5220	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Pseudomonadales	f:Pseudomonadaceae	g:Pseudomonas	OTU_5220
OTU_5221	d:Bacteria	NA	NA	NA	NA	NA	OTU_5221
OTU_5224	d:Bacteria	p:Pseudomonadota	c:Deltaproteobacteria	o:Myxococcales	NA	NA	OTU_5224
OTU_5226	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	NA	NA	OTU_5226
OTU_5227	d:Bacteria	p:Verrucomicrobiota	c:Subdivision3	o:Subdivision3_incertae_sedis	f:Subdivision3_incertae_sedis	g:Subdivision3_genera_incertae_sedis	OTU_5227
OTU_5228	d:Bacteria	p:Bacillota	c:Bacilli	o:Lactobacillales	f:Enterococcaceae	g:Enterococcus	OTU_5228
OTU_5229	d:Bacteria	p:Bacteroidota	c:Cytophagia	o:Cytophagales	f:Spirosomaceae	g:Lacihabitans	OTU_5229
OTU_5230	d:Bacteria	NA	NA	NA	NA	NA	OTU_5230
OTU_5232	d:Bacteria	p:Parcubacteria	c:Parcubacteria_incertae_sedis	o:Parcubacteria_incertae_sedis	f:Parcubacteria_incertae_sedis	g:Parcubacteria_genera_incertae_sedis	OTU_5232
OTU_5233	d:Bacteria	p:Acidobacteriota	c:Blastocatellia	o:Blastocatellales	f:Blastocatellaceae	g:Blastocatella	OTU_5233
OTU_5234	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Xanthomonadales	f:Xanthomonadaceae	g:Stenotrophomonas	OTU_5234
OTU_5235	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Planctomycetales	f:Planctomycetaceae	g:Rubinisphaera	OTU_5235
OTU_5236	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Reyranellaceae	g:Reyranella	OTU_5236
OTU_5237	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	g:Ferruginibacter	OTU_5237
OTU_5238	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	NA	NA	OTU_5238
OTU_5241	d:Bacteria	NA	NA	NA	NA	NA	OTU_5241
OTU_5242	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	NA	OTU_5242
OTU_5245	d:Bacteria	p:Acidobacteriota	c:Blastocatellia	o:Blastocatellales	f:Blastocatellaceae	g:Aridibacter	OTU_5245
OTU_5247	d:Bacteria	p:Bacillota	c:Bacilli	o:Lactobacillales	f:Carnobacteriaceae	g:Carnobacterium	OTU_5247
OTU_5248	d:Bacteria	p:Campylobacterota	c:Campylobacteria	o:Campylobacterales	f:Campylobacteraceae	g:Campylobacter	OTU_5248
OTU_5249	d:Bacteria	p:Actinomycetota	c:Acidimicrobiia	o:Acidimicrobiales	f:Ilumatobacteraceae	NA	OTU_5249
OTU_5250	d:Bacteria	p:Bacteroidota	c:Cytophagia	o:Cytophagales	f:Fulvivirgaceae	NA	OTU_5250
OTU_5251	d:Bacteria	NA	NA	NA	NA	NA	OTU_5251
OTU_5252	d:Bacteria	p:Verrucomicrobiota	c:Opitutia	o:Opitutales	f:Opitutaceae	g:Rariglobus	OTU_5252
OTU_5255	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Gemmatales	f:Gemmataceae	NA	OTU_5255
OTU_5257	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	NA	NA	NA	OTU_5257
OTU_5258	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Bifidobacteriales	f:Bifidobacteriaceae	g:Gardnerella	OTU_5258
OTU_5259	d:Bacteria	p:Gemmatimonadota	c:Gemmatimonadia	o:Gemmatimonadales	f:Gemmatimonadaceae	NA	OTU_5259
OTU_5260	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Solirubrobacterales	NA	NA	OTU_5260
OTU_5261	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	NA	NA	NA	OTU_5261
OTU_5262	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp10	o:Acidobacteria_Gp10_incertae_sedis	f:Acidobacteria_Gp10_incertae_sedis	g:Gp10	OTU_5262
OTU_5263	d:Bacteria	p:Pseudomonadota	NA	NA	NA	NA	OTU_5263
OTU_5264	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	NA	NA	NA	OTU_5264
OTU_5265	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp3	o:Acidobacteria_Gp3_incertae_sedis	f:Acidobacteria_Gp3_incertae_sedis	g:Gp3	OTU_5265
OTU_5267	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Solirubrobacterales	f:Solirubrobacteraceae	g:Solirubrobacter	OTU_5267
OTU_5268	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	NA	NA	NA	OTU_5268
OTU_5269	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Planctomycetales	f:Planctomycetaceae	NA	OTU_5269
OTU_5270	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp25	o:Acidobacteria_Gp25_incertae_sedis	f:Acidobacteria_Gp25_incertae_sedis	g:Gp25	OTU_5270
OTU_5275	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Legionellales	f:Legionellaceae	g:Legionella	OTU_5275
OTU_5276	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Mycobacteriales	f:Nocardiaceae	g:Rhodococcus	OTU_5276
OTU_5277	d:Bacteria	NA	NA	NA	NA	NA	OTU_5277
OTU_5280	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	NA	OTU_5280
OTU_5281	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	NA	NA	NA	OTU_5281
OTU_5282	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Solirubrobacterales	NA	NA	OTU_5282
OTU_5283	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_5283
OTU_5284	d:Bacteria	NA	NA	NA	NA	NA	OTU_5284
OTU_5285	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	g:Roseomonas	OTU_5285
OTU_5286	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	g:Aurantisolimonas	OTU_5286
OTU_5289	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Geminicoccaceae	g:Arboricoccus	OTU_5289
OTU_5290	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Lachnospiraceae	g:Waltera	OTU_5290
OTU_5291	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Nitrosomonadales	f:Methylophilaceae	NA	OTU_5291
OTU_5292	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	NA	NA	OTU_5292
OTU_5293	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Gemmatales	f:Gemmataceae	NA	OTU_5293
