ac1	ac10	ac11	ac12	ac13	ac14	ac15	ac16	ac17	ac19	ac2	ac20	ac21	ac22	ac23	ac24	ac25	ac26	ac27	ac28	ac29	ac30	ac31	ac32	ac33	ac34	ac35	ac36	ac37	ac38	ac39	ac41	ac42	ac43	ac44	ac45	ac46	ac48	ac49	ac5	ac50	ac51	ac52	ac53	ac54	ac56	ac58	ac59	ac61	ac62	ac63	ac64	ac65	ac66	ac7	ac8	ac9	cdz1	cdz10	cdz11	cdz12	cdz13	cdz14	cdz15	cdz16	cdz2	cdz3	cdz33	cdz34	cdz35	cdz36	cdz37	cdz38	cdz39	cdz40	cdz5	cdz57	cdz58	cdz59	cdz6	cdz60	cdz61	cdz62	cdz63	cdz64	cdz82	cdz9	csf1	csf101	csf102	csf106	csf109	csf110	csf114	csf115	csf116	csf117	csf118	csf12	csf122	csf126	csf127	csf128	csf130	csf131	csf132	csf134	csf135	csf14	csf142	csf143	csf144	csf148	csf149	csf15	csf152	csf154	csf155	csf158	csf16	csf160	csf163	csf164	csf166	csf167	csf168	csf171	csf173	csf174	csf178	csf180	csf181	csf186	csf187	csf192	csf193	csf195	csf197	csf199	csf2	csf201	csf203	csf205	csf208	csf211	csf213	csf215	csf217	csf22	csf226	csf227	csf228	csf229	csf23	csf232	csf233	csf239	csf240	csf242	csf245	csf246	csf253	csf254	csf256	csf258	csf26	csf261	csf263	csf264	csf265	csf269	csf27	csf274	csf276	csf278	csf279	csf28	csf280	csf281	csf283	csf284	csf287	csf290	csf291	csf292	csf293	csf296	csf297	csf3	csf33	csf34	csf35	csf37	csf41	csf43	csf44	csf47	csf5	csf50	csf54	csf57	csf58	csf59	csf61	csf62	csf64	csf68	csf69	csf72	csf73	csf75	csf79	csf81	csf82	csf83	csf84	csf85	csf91	csf93	csf95	csf98	csf99	hm1	hm10	hm11	hm12	hm13	hm14	hm15	hm16	hm17	hm19	hm20	hm21	hm22	hm24	hm25	hm26	hm27	hm28	hm29	hm3	hm30	hm31	hm33	hm34	hm35	hm36	hm37	hm38	hm39	hm4	hm40	hm41	hm42	hm43	hm44	hm45	hm46	hm47	hm48	hm49	hm5	hm50	hm51	hm52	hm53	hm54	hm55	hm56	hm57	hm58	hm59	hm6	hm61	hm62	hm63	hm64	hm66	hm8	hm9	syn2
OTU_84	0	4	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	4	0	1	0	15	1	0	19	0	2	0	0	0	1	0	32	22	0	0	2377	98	42	2	5	0	0	0	0	0	0	2	0	1	0	0	0	8	25	7	48	4	4	13	0	0	0	0	0	0	0	1	0	0	2	11	0	3	0	0	1	0	0	1	0	241	0	896	6	0	0	0	0	0	0	3	0	19	0	2	3	2	0	0	0	0	0	0	2	3	0	0	1	0	2	24	8	3	2	0	70	36	838	85	5	13	2	3	0	7	139	104	344	23	1	3	0	1	13	0	0	0	1	3	11	13	15	1074	0	0	7	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_86	0	94	0	1	0	22	5	5	0	1	1	0	0	2	0	19	2	1	3	4	36	2	0	0	0	2	3	1	0	0	0	0	0	2	0	11	1	1	0	0	1	0	0	0	6	0	0	31	0	0	26	11	0	4	1	30	0	0	4	14	114	8	3	0	0	1	0	96	46	2730	89	2	1	0	4	0	1	1921	7	1	19	0	59	2	0	2	24	0	3	0	0	0	0	0	0	0	0	0	0	36	0	34	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	334	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	1	0	0	0	0	0	1	0	13	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	21	0	1	0	0	0	0	0	0	0	0	836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_94	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	10	0	0	0	0	0	0	0	1391	453	8	0	13	2	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	1	0	3	0	0	3	0	1	1	41	0	1	1	1	0	0	0	0	0	0	0	0	0	2	39	218	1	0	0	1	0	0	1	0	10	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	67	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	1	1	3	0	7	12	2	0	0	2	19	18	25	4	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97	0	7	0	46	5	13	81	84	16	0	15	1	9	1009	306	4	4	10	24	4	9	298	2	6	7	1	4	112	7	6	2	8	1	26	4	1	0	0	6	0	19	5	0	5	3	0	11	1	4	1	2	17	5	16	15	1	6	0	2	2	54	0	0	0	12	0	0	7	7	70	109	0	6	3	0	0	21	3	81	3	25	336	8	33	6	0	6	0	12	10	5	5	24	3	0	0	0	7	8	4	0	2	3	2	1	6	1	0	1	2	4	0	1	2	0	0	0	1	2	1	2	0	0	1	0	0	3	15	0	3	7	21	1	0	159	7	14	27	37	10	7	4	3	2	11	3	0	6	0	2	0	2	0	0	0	1	1	1	3	0	2	1	0	0	0	3	1	1	1	0	2	1	2	2	5	0	5	0	2	0	1	2	8	0	21	3	0	3	3	12	9	15	18	3	0	1	0	1	8	3	2	29	7	2	10	8	4	8	3	2	3	0	374	6	3	20	24	3	1	2	0	2	0	0	2	0	0	17	4	1	2	8	1	15	8	11	1	8	7	4	0	4	0	1	0	3	6	1	0	2	7	4	0	5	0	0	6	11	0	0	4	3	244	2	4	0	0	9	3	3	1	0	6	2	3	2	0	0	0	0	3	0
OTU_98	7	1	3	2	7	6	13	12	11	7	13	5	7	4	1	0	8	6	20	12	3	14	1	4	10	5	6	10	13	3	9	9	9	8	21	4	6	3	9	4	3	11	6	8	2	7	23	12	2	8	4	5	4	3	5	7	7	11	1	2	1	11	6	6	2	9	7	6	0	1	1	0	0	6	2	7	4	6	12	9	2	2	3	10	7	0	2	26	9	16	16	9	12	10	10	6	2	12	25	29	15	7	7	10	6	20	19	18	33	11	33	7	19	7	22	13	16	13	18	7	10	8	1	5	11	18	7	4	6	13	3	3	5	10	15	10	5	13	18	14	8	6	6	15	131	4	11	24	22	15	21	7	5	23	4	13	5	3	3	14	1	7	15	2	8	46	28	17	31	18	20	41	9	9	22	6	41	15	22	31	27	34	9	4	4	4	15	6	7	24	13	23	31	31	39	32	12	30	48	33	18	9	9	18	12	19	10	13	8	8	13	12	1	15	34	6	3	5	7	10	6	10	11	9	7	15	4	2	12	8	12	8	6	4	16	3	19	8	10	12	12	12	16	13	6	5	11	6	9	6	13	13	11	11	13	11	7	12	4	8	11	10	3	16	8	5	16	9	0	5	6	13	9	8	7	6	4	8	9	8	10	0
OTU_115	10	4	5	1	15	10	11	0	5	6	9	6	23	0	4	5	1	13	4	0	2	2	13	0	0	0	5	0	1	0	4	3	6	16	1	10	1	16	2	0	13	44	3	2	2	1	3	1	2	6	13	0	10	0	0	1	3	9	18	83	377	74	53	34	29	19	58	192	83	15	32	3	6	25	7	10	9	72	311	5	531	20	8	3	11	16	82	0	2	3	0	2	1	4	3	2	0	0	0	0	0	1	4	0	1	0	3	0	8	48	28	69	2	2	1	0	0	0	0	1	0	4	0	0	0	1	0	0	0	0	4	15	0	0	16	1	19	1	2	0	0	1	1	0	45	5	9	0	1	1	0	0	2	1	87	5	225	1	0	0	0	1	0	0	1	0	3	0	1	0	0	1	1	0	1	0	0	0	0	0	0	6	0	2	4	3	0	6	0	1	0	14	1	3	5	25	0	4	5	4	5	9	11	10	21	31	19	14	35	16	0	8	0	2	2	0	5	0	0	0	40	0	0	1	0	1	1	0	0	0	1	0	21	0	2	9	0	0	0	3	6	0	0	2	0	5	1	0	0	0	2	2	0	3	0	2	46	1	3	1	2	0	22	0	0	1	0	0	2	1	0	1	0	3	3	0	0	0	0	4	3	0
OTU_116	2	13	9	6	2	5	0	3	0	2	0	0	0	5	5	12	1	0	6	0	10	2	0	0	0	0	3	0	2	0	3	0	0	3	0	0	0	3	0	0	1	2	0	3	7	0	3	4	0	1	12	3	0	0	4	2	1	0	0	3	83	0	1	61	20	0	0	11	2	0	56	0	0	0	0	0	3	3	0	0	0	1	0	0	0	3	1	0	17	3	2	0	11	0	16	0	0	0	0	0	0	2	0	0	0	1	0	0	2	26	0	39	2	523	0	0	1	0	0	0	3	0	0	0	0	0	60	70	5	3	0	13	4	0	7	1	4	3	3	0	0	0	0	1	8	0	2	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	1	4	11	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	38	1	0	0	0	2	4	7	3	5	1	1	3	0	0	1	2	71	0	4	3	0	0	2	0	1	0	0	1	0	0	4	3	1	24	0	16	1	0	0	0	0	0	0	0	0	2	0	0	2	0	4	0	1	3	1	0	0	6	0	0	0	4	0	0	0	0	0	0	1	0	1	3	0	3	0	0	6	12	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_122	0	476	0	5	0	14	3	9	7	0	0	1	4	192	5	383	0	0	0	0	120	0	0	1	0	12	2	0	0	0	0	0	0	3	2	4	0	0	0	0	0	1	0	0	1	0	0	1	0	0	63	54	0	0	2	5	0	0	2	13	27	0	0	0	1	0	0	7	13	4	8	0	1	0	0	0	1	7	0	0	0	2	5	0	0	0	12	0	9	16	2	1	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	5	16	0	0	0	0	0	0	0	0	0	0	0	0	1	35	18	15	4	0	0	0	5	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	8	6	1	4	1	0	1	11	14	2	0	3	6	4	3	552	477	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	10	0	51	1	0	0	0	0	0	1	0	0	0	0	16	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_125	0	4	3	8	5	25	4	8	7	0	0	3	0	2	7	3	3	0	60	0	3	17	1	0	5	4	8	105	0	4	4	3	2	2	0	3	0	1	1	0	25	1	0	0	8	0	7	15	0	1	2	6	1	9	1	2	0	0	3	4	1127	8	0	2	9	0	1	3	4	3	2	0	0	3	0	0	0	0	0	0	0	17	2	10	0	51	2	1	80	4	9	0	57	4	7	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	3	37	3	0	0	1	0	0	12	3	7	0	6	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	10	0	37	0	0	1	0	7	1	11	1	18	28	0	3	1	3	34	5	7	2	1	17	5	4	113	0	2	0	0	0	0	1	0	2	1	0	4	0	1	0	0	0	5	2	1	1	0	2	0	0	9	27	3	0	5	3	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	5	0	0	0	0	0	3	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_127	3	0	9	1	9	1	1	0	0	10	4	1	0	0	0	2	1	3	1	0	6	2	0	1	0	1	1	0	5	0	0	323	3	2	1	0	0	6	1	0	2	12	2	0	8	8	2	1	6	2	0	3	5	0	0	1	0	0	722	11	10	38	4	1	18	0	0	439	24	68	8	1	0	0	1	0	4	3	0	0	1	17	0	8	4	0	4	1	6	1	0	0	0	0	2	1	1	0	0	9	0	0	4	0	1	1	2	0	8	0	19	1	1	0	0	0	1	0	1	0	0	2	0	0	0	0	0	1	0	20	0	2	1	0	7	7	8	1	1	0	0	0	0	2	13	0	1	2	0	5	0	0	2	0	2	3	1	0	0	0	4	0	0	0	19	0	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	9	10	6	31	0	2	1	0	7	1	9	14	3	3	0	0	0	2	3	0	2	1	1	0	3	5	3	0	4	0	3	0	0	0	0	0	4	5	0	0	3	0	0	0	1	0	6	2	0	11	0	1	0	0	0	3	0	4	1	0	0	1	2	2	4	0	1	67	1	0	4	1	7	746	1	0	0	1	1	0	7	1	0	0	10	0	0	0	0	0	0	0	0
OTU_129	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	242	0	0	6	0	0	0	1039	4	753	4	0	0	1	1	0	0	7	1	0	0	0	0	0	0	9	0	0	1	0	0	0	0	2	9	6	7	14	0	2	1	0	2	3	3	6	1	0	0	2	1	5	2	1	0	0	2	0	0	0	0	0	0	1	0	0	13	30	3	0	0	0	8	3	0	3	7	0	1	18	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	100	5	6	9	24	7	4	0	13	81	102	89	31	47	2	3	2	2	1	0	0	1	0	9	0	0	2	0	7	0	37	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_138	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	55	1	0	0	17	4	236	196	5	0	0	0	0	0	0	1	0	1	0	0	0	16	174	4	24	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	5	4	2	1	4	4	27	65	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_139	0	5	0	6	2	11	2	31	6	1	0	3	5	3	7	5	0	8	80	4	10	85	0	0	7	4	1	38	0	0	0	0	0	15	0	0	0	12	1	1	9	0	4	0	0	0	11	10	0	0	2	3	1	6	0	0	3	0	6	11	323	47	5	8	36	1	0	29	33	14	23	0	1	1	2	0	5	37	1	0	0	156	18	24	154	20	44	0	8	0	4	0	0	21	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	1	1	0	0	0	2	5	6	1	26	0	3	4	0	4	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	20	0	3	104	1	0	0	0	0	0	0	1	0	0	0	4	2	0	0	0	0	1	0	2	0	0	0	35	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	1	1	0
OTU_140	2	6	1	11	5	23	7	23	10	5	7	3	2	21	12	3	2	9	15	7	3	23	1	2	7	4	6	6	12	3	8	7	10	29	7	4	13	8	12	7	20	9	3	3	8	14	11	8	4	2	6	1	7	0	5	5	4	0	0	1	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	9	61	20	15	6	41	16	29	0	7	12	4	4	7	5	5	5	11	84	7	7	15	14	8	3	10	2	5	6	6	8	6	2	10	11	6	6	9	8	19	15	9	13	10	15	103	23	26	10	11	6	36	15	3	8	5	4	33	2	4	4	12	2	15	1	5	7	3	7	4	0	1	8	5	5	18	7	13	6	1	3	4	8	8	17	3	0	0	1	4	1	6	8	6	8	4	9	103	10	2	5	2	23	6	22	20	11	17	7	8	4	20	14	9	14	6	15	3	17	10	1	8	5	4	5	13	4	28	34	19	9	1	11	9	3	0	4	2	8	3	16	1	1	7	2	2	34	4	109	7	37	12	5	10	1	10	11	5	9	6	9	5	7	12	9	2	8	9	16	6	7	10	2	2	7	39	22	5	6	13	5	1	7	2	10	1	5	1	13	8	11	8	4	4	0
OTU_144	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	15	69	1550	4	2	3	102	0	0	261	92	18	19	2	0	0	2	0	97	46	7	0	0	5	4	12	8	56	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	96	0	1	6	1	5	0	4	0	0	0	0	1	2	3	0	5	0	2	0	4	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	15	0	1	0	0	0	0	0	0	0	0
OTU_145	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	8	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	5	81	30	0	25	0	0	0	0	0	1	0	0	0	0	0	0	0	6	2	13	0	0	0	0	0	1	1	158	0	1232	72	0	0	6	0	34	35	5	0	0	0	0	0	1	2	0	0	0	0	2	5	0	0	0	0	0	3	26	19	0	8	0	1	0	0	0	0	2	1	2	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	2	3	0	108	594	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_147	0	577	0	6	0	21	25	82	1	2	0	0	9	565	4	232	14	0	1	3	192	9	3	49	1	16	0	1	0	1	17	3	0	41	3	11	2	0	1	0	5	0	0	1	0	0	0	1	0	0	86	94	0	0	9	223	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	1	0	2	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_148	2	134	1	3	0	5	2	5	1	0	0	0	1	9	1	66	0	3	0	0	56	2	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	3	0	1	1	0	0	27	11	0	0	0	0	0	0	0	4	927	1	0	0	605	0	0	2	1	0	0	0	0	0	3	0	2	4	0	0	0	0	3	0	0	43	0	0	4	8	0	0	5	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	2	0	1	0	0	0	0	3	0	8	0	2	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	1	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	2	1	0	0	0	1	0	4	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	9	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
OTU_149	7	0	7	4	11	12	5	6	22	3	62	9	122	23	0	3	0	0	4	9	0	0	1	0	20	0	0	3	0	11	2	0	0	1	3	1	2	2	1	0	5	4	2	10	4	2	0	1	0	2	2	0	0	0	3	22	1	0	3	4	3	12	20	3	0	17	2	12	2	4	1	4	6	1	4	9	1	0	4	9	6	3	7	16	1	0	0	4	8	3	6	2	10	11	8	9	1	2	5	5	4	1	3	2	1	0	5	1	4	3	4	3	2	0	1	0	7	5	1	0	0	9	4	0	1	1	7	2	0	0	10	0	1	1	2	3	4	3	3	0	0	0	9	0	4	1	2	0	2	0	3	1	0	9	0	2	1	0	0	1	2	1	0	0	3	7	0	4	2	2	1	1	2	1	2	0	5	1	0	6	1	4	0	0	2	2	1	1	0	11	7	5	32	4	1	1	1	10	1	3	1	3	2	0	1	1	1	3	2	5	0	2	1	1	16	2	1	5	1	2	2	1	1	1	7	4	1	0	0	0	2	1	34	20	0	11	1	3	0	1	5	0	5	13	17	3	0	0	0	0	2	0	2	3	6	0	1029	6	3	4	0	6	1	2	0	1	4	46	2	6	0	5	0	3	4	4	14	3	7	0	0	0
OTU_154	0	12	0	10	0	0	0	8	0	2	0	0	0	2	3	4	0	0	0	4	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	7	1	0	0	0	0	0	3	0	0	2	0	0	0	0	20	1	0	0	0	8	1	0	3	0	0	0	3	2	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	7	8	0	8	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	5	69	3	2	533	0	0	1	0	0	0	0	0	0	0	0	0	113	176	25	35	4	69	0	2	5	0	19	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	25	0	13	5	8	3	1	0	0	11	202	107	318	44	2	5	2	0	11	0	0	0	0	0	0	2	13	1	0	8	0	8	1	0	0	0	9	0	5	5	0	1	1	0	42	0	74	0	10	7	7	2	1	0	0	0	0	0	0	0	0	10	0	0	0	0	1	1	0	1	0	0	1	11	0	6	0	0	1	0	0	0	0	0	4	0	0	0	0	0	2	1	0
OTU_155	3	27	6	26	21	51	10	11	24	9	1	3	12	9	9	16	5	47	16	5	74	53	3	5	33	13	8	40	0	16	9	17	4	10	22	3	7	6	5	0	6	13	1	0	5	0	37	37	5	2	14	13	7	29	12	8	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	121	18	7	2	60	10	34	21	17	38	5	0	2	1	3	0	2	12	2	5	2	2	12	7	7	1	6	0	0	3	0	4	3	4	0	2	0	2	12	8	0	1	4	0	7	0	12	1	7	4	8	3	3	0	0	3	6	0	0	0	7	0	3	1	2	8	0	63	1	1	0	0	3	0	2	0	1	0	6	0	2	1	0	1	0	1	0	0	2	0	0	5	5	2	4	3	17	0	1	1	0	3	1	3	0	46	38	11	3	0	11	19	2	2	5	3	3	1	0	41	9	39	3	8	2	5	19	9	3	1	0	0	0	0	0	0	0	5	4	12	4	0	2	0	0	32	10	14	1	1	15	1	2	0	0	6	40	1	26	0	0	0	1	1	8	7	2	4	0	3	0	0	1	1	5	11	0	3	1	3	1	1	0	0	0	160	0	0	0	0	0	2	1	0
OTU_156	0	373	0	3	3	23	7	29	6	0	0	0	5	120	8	343	2	5	3	2	108	6	0	5	0	7	0	0	0	0	4	0	0	2	1	1	0	0	0	1	5	1	0	0	2	0	0	0	0	0	47	61	2	1	5	3	0	0	3	23	22	5	1	2	14	0	0	28	29	8	0	0	1	3	3	3	0	18	0	8	3	8	8	3	3	0	13	0	11	21	0	0	11	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	12	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	100	1	4	6	1	29	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	7	0	0	0	0	0	2	0	0	0	0	0	1	1	2	0	0	1	2	0	0	5	0	1	1	0	0	0	0	6	13	3	0	1	0	0	0	5	40	0	0	0	36	0	0	0	0	0	1	0	0	0	0	0	0	4	0	41	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	118	0	5	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
